Date,SPX,AAPL,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANSS,APH,ATVI,AVGO,CDNS,CERN,CRM,CSCO,CTSH,CTXS,EA,FFIV,FLIR,FTNT,GLW,GRMN,HPQ,IBM,INTC,INTU,IPGP,IT,JNPR,KLAC,LDOS,LRCX,MCHP,MSFT,MSI,MU,MXIM,NTAP,NVDA,ORCL,QCOM,SNPS,STX,SWKS,TEL,TTWO,TXN,TYL,VRSN,WDC,XLNX,XRX,IXN,IGM,IGV,XNTK,XLK,XSD,VGT,RYT,XSW
2017-10-17,-0.15266946687628255,0.04835821252574942,-0.057588068298829065,-0.04874444128997008,0.2689122635589106,0.04544683186964103,0.07456207656234237,0.06339720078502652,-0.31731613572114664,0.3684785255530707,-0.2524133494990188,-0.644148520759892,-0.35630963544415983,0.09982285532619008,-0.3428260645742398,0.0967072629507273,0.22014573148147912,-0.4835625418841523,-0.5317217566352689,-0.42203913135548876,0.1422814580913151,0.5230788280547669,-0.2521752110858639,-0.0039042097669002864,0.4451955666504232,0.05800162696499489,-0.09333160713956443,0.04371325542550715,-0.4074943726164506,-1.0959837407902433,-0.13281646239863604,0.22629454702055277,0.2635717098138647,0.6716279076167023,-0.1632755087200521,0.08557785650581351,0.17156144069478577,-0.37633748773175574,-0.060720834962545905,0.4374555033446331,0.03484293800094842,0.38507780737435626,0.11526035947191322,0.4846658392123515,-0.33617608133521343,-0.3633824488617848,0.5956147749282658,0.29745994979407453,-0.08689236943553798,0.7080792623710774,0.016475018645619833,0.0679811369584351,-0.14797155033544573,-0.5105410932134933,0.45284202373749327,0.021200617694784606,0.008778045227344225,0.06593591950762327,-0.012150445203457769,0.2938383476328917,0.033994819543698054,0.6212666507532665,0.20494263802426418
2017-10-18,0.2935283054512853,-0.04684382389757428,-0.6900847892884586,0.3406182955288233,0.47648126463515905,-0.23883920053044086,-0.32719865390450326,0.16938402285033075,-0.12654369763458165,0.3879977751678702,0.407439196403365,0.07580669431524498,-0.2031296743736519,0.004592492737943503,-0.5987269218347699,-0.2934721110577868,0.28716684693475997,0.015671855738857796,-1.7376752991067455,-0.13603551945408818,-0.4274966201381914,1.1526977031551056,0.554951272168518,0.1673295703822504,-0.13613820129196033,-3.198358722363761,0.6469310204718279,0.0031529800394564365,-0.06948687474562884,-0.006891035983080142,-0.040126572218790346,-0.2160441815363249,0.4709767834871771,1.2333604904439401,-0.15577387925701797,0.517431894596074,-0.0019108841672142358,-0.3265134683040544,0.13284322689561487,0.4049070626027622,0.2732484272346976,0.3078324100355738,-0.3808006115579628,0.9701664935189616,-0.12242444126059683,0.3893748528194809,0.5029773115298605,0.047918388358386965,-1.4470826693514296,-0.012752026073904799,0.1618730036764127,0.05210595073597322,-0.2974781391630715,-0.02483360576410175,0.43889710558667167,0.1929960028353487,0.05408452407230857,0.10521957404860535,0.05755339206744253,0.43920749454590585,0.13323058163484658,0.08474267961721402,-0.13452985418867291
2017-10-19,-0.10959973734034342,-0.5528411360335931,5.774916065289749,0.10225090374183485,-0.5544938095889386,0.9594871412523032,0.033007423814905186,-0.04939277788024347,0.11123030214277657,-0.15225864543990258,-0.571967167198178,0.19720749737097273,-0.0066320812985151785,-0.023088367690141783,0.5688352057938378,0.39614620341268786,-0.36905749037819496,-0.6142710365061743,0.08211857740331029,-0.6502442509961819,-0.11582638367001681,0.026202412744148244,0.28751502952626645,-0.2860102236938882,-0.33229055548309167,0.17172328732258438,-0.47194687649972006,-0.05373410895999054,0.5951593922898959,0.8076955451313482,-0.2511013689750746,0.03704075107717296,-0.023345733162839777,0.1890292371013051,0.801585930802313,-0.7225595051356295,-0.3803461043542554,0.1534579713208264,-0.25845495987090195,-0.29160472387581393,-0.03760891972712017,-0.14705419300883057,0.18354512081911623,-0.21623855362972047,-0.03180827312070391,2.1065943106963134,0.07127208353015245,0.07200171503185473,-0.0265569795581407,-0.11785734815818635,-0.39406561127045237,-0.02542762723649398,0.1784628212143558,0.47080103455872657,0.5078067653138018,0.11195946249612233,-1.0411748359783077,0.42155001990063956,-0.06598604542037888,-0.42361657882042575,0.5717221344914861,-0.5308069390616962,0.2956834534912107
2017-10-20,-0.22730770853293733,-0.11114428594596805,0.41064823112929544,0.44476079498946414,-0.3675912741762035,-0.20458372055565077,-0.08928726308791184,-0.31757361803691764,0.05845029690663339,-0.0029542795931811953,-0.12350273881026233,-0.359636718052642,0.15167032059368205,0.03785118973511303,0.8049591993146553,0.5111362662313914,-0.14669965440935082,-0.19690758530612168,-0.06781114363880768,-0.9877259823559776,0.26797670730994905,-0.2144581598920844,-0.06309207669624045,-0.1828946468517073,0.11809226367670435,0.08907726983831567,0.25397365932781496,0.11027440333397515,0.154294628307371,1.2140673882944621,0.13316637753048285,-0.39663287158093213,-0.18796073322937465,0.3111448021795989,-0.8923211596473604,-0.8204538503749105,0.030025341892561955,-0.2084495037255454,-0.9712437842491672,0.012271811428543528,0.44398218859571664,-0.253816395766983,-0.570471509176225,-0.4486767873341426,-0.14843588880904424,-0.5087497509488891,-0.4887923548360482,0.2181797352246333,1.0816559322616526,-0.08007108692536569,0.04308077862321556,0.02451598042174719,-0.383813738074153,0.174926557946778,0.24001509194982285,-0.07463167866710949,0.21605131406882414,-0.0018272287528625824,-0.031393188736997854,-0.700787292142662,-0.023520461687496486,-0.5107767515656532,-1.4457169069040676
2017-10-23,0.5558262647852393,0.03709646755504206,-0.5731053002071662,-0.004841612134367697,0.9529099195359287,-0.46619269650413064,0.36857725614193554,0.09560794749576484,0.10724431056796446,0.1539256007313914,0.8362784195005138,0.2088319453358636,-0.09311735196982138,-0.08248678738398278,-0.20700793298839468,0.28477211578184985,0.3481478033757414,0.14729307552270976,0.20782491187037544,0.5627713284536265,-0.49426727230196926,-0.05793171247846066,-0.0002637549180282772,0.048432746592934076,-0.14236284628550389,-0.37129529956099855,0.7099285818464771,-0.17978495044281562,-0.6824349169231643,-0.17887597391884602,-0.21588772452883637,-0.08781003005303685,0.29718930607139454,0.324177305728951,0.023623914726812387,-0.23778614525403557,-0.08049319111648665,-0.03165331886948091,0.006870587152396047,0.31801491357813333,-0.029278185925695532,0.15840630366940706,0.5770421850671315,-0.03265608307505497,2.2815768397149085,-0.08467928832286134,0.24271830583407425,0.009086324498925352,1.2953032187016644,-0.2902451597714273,-0.30090818741645087,0.4434716996306563,-0.25576511994631584,-0.15477996551997847,0.3341309961551566,-0.18386959655956148,-0.11558684488420144,-0.5005364840488666,0.19173857513868633,0.7389075428278045,0.4002150013161027,-0.5346722213710691,0.9910409056015805
2017-10-24,0.09906220392779122,0.06392905642371034,-0.2878003381565097,-0.6189744603892372,0.13049061624245295,0.3017116902137321,-0.4340906325592693,0.03211658600022628,0.08437758587765061,0.01060916635370859,-0.9675744230159161,0.502381641131515,-0.02586864625951453,-0.08997292922166478,-0.15212269181631033,0.1617250093649503,-0.05302668013866126,0.2683290613665029,-0.22361154707244846,-0.41876008770191603,0.06476159647814714,-0.3072208216985739,1.162639668628098,-0.6062763618574135,0.432713101775685,-0.773417317606827,-0.066900097265052,0.2985791295169935,-0.5924551200083006,-1.2358418920894232,0.4081085271059128,-0.26742257117776413,0.532425537780645,-0.6658404697009138,0.08143266358664884,0.52303631395629,-0.03776080945051631,0.22501772800054246,-0.018074701447508223,-0.08266869447924173,-0.03451608217516595,0.5735497865629495,0.6751273883957041,-0.1685974375410029,0.20970174454407675,0.02928677325200184,-0.7977979427598828,0.16372993705715547,-0.37815861210548946,0.4485231417524007,-0.3348095345820126,-0.09909105880134751,-0.22147294599859446,0.11027914476062098,-0.0008159905671229489,-0.04116243168083603,-0.04862933757249208,-0.09744738014724617,-0.004137330339199534,0.25189716977131,0.11568095391802985,0.1249568158331702,0.24645462801862972
2017-10-25,0.28529731288291316,-0.004196593414805521,0.19581964757970297,-0.07916800768564491,-0.8144055161525207,2.596374953152096,-0.42407175028077776,1.3869982635750242,0.3008103426759705,-0.6993570222765192,0.31780785987887666,0.0652320835415996,-0.02648978543504394,-0.10371163444962132,0.9315059758878786,-0.20464120401816208,0.18231955671506217,0.2553574110491206,0.655723846397486,-0.5126191629059281,-2.4740481142782578,-0.05063925000145745,0.3226026778884684,-0.12444734006571759,0.3183107115990093,-0.5074596201405078,-0.18407163519754316,0.5126933475632752,0.2316444358877175,0.9200609167623793,0.8113984740243616,-0.025492055451262277,-1.2257771531686315,-0.18231406036428616,-0.260873644714685,-0.22194868329096812,-0.12015699861730476,0.08251908976451176,0.2982264361218478,-0.8466594900779382,0.3497274373541023,-0.07047681493681733,-0.1193909664077459,-1.2182066066841872,0.16796711091517905,-0.27000495056224644,-0.19554180223504275,0.005075186980352265,-0.3107986519825037,1.239649745469404,0.3011657431820392,0.019534110680964587,-0.3900599114680701,-0.45199809448135164,-0.6480648024330992,0.28062957134448807,0.08015086843155038,-0.43387558099000156,0.07176203528203776,-0.3579278323319915,-0.48025387848520823,-0.046985013751507765,0.08866735421009754
2017-10-26,0.1902852616733997,0.17399650268551015,0.1364364552088236,-0.05007378384408368,-0.4805970545039236,0.24554091832527927,0.013930163691131864,-0.5528737323110101,-0.029994418002402448,2.5110718791044113,0.04382082261053691,-0.774195929854629,0.1426932922503438,-0.25686824435205596,-0.02952322471894015,-0.3639941693920493,-0.053009896181712694,1.463287870870597,0.21526987682500498,-2.319239063592368,0.2056359146513091,0.1666956365232304,-0.03524361303596569,0.2356158267822133,0.3317090141140467,-0.0509571255384238,0.6711855771856831,0.5636029339821066,-0.062065930616897,0.3340033077862271,-0.2791792420673632,0.19139544816647147,0.49278804574301616,0.2980693600337102,0.09651393442893177,0.4122578638302241,-0.0016128934078265588,-0.3000159240433216,-0.09626075258018933,0.5370263165718362,-0.01852801365145525,0.33132732278900695,-0.1653053659578609,-0.49688813443732116,0.037929772949853155,-0.1529934752965076,0.6102634104040826,0.1473759742084381,-0.31386695443557994,-5.611752687243992,-0.6091184861863262,0.355464824172647,-0.33088369397550227,-4.746325039611768,1.7424185520666922,0.09272664722295387,0.22369169600202018,0.7044533668509271,-0.024872276835811617,-0.1780494703870022,0.03220546371126659,0.42420734054649023,-0.6080205855274766
2017-10-27,0.35974707412819884,0.8698840549198028,-0.11611178053226649,0.7665209402837587,0.2087581589630865,-0.6431360197595198,-0.9167914456178459,-1.0132283334570578,-0.06455152372342077,-0.0734991035567995,-0.3094663412807237,0.5069538374665011,-0.08638445444522186,-2.973239891282317,-0.8151180821943691,-0.8877192035209955,0.4098234046334845,0.058070520414255165,-0.5123327034544796,2.4604759416745914,0.33599789829066573,0.40898021109912586,0.7412260018323527,0.6068253945959564,0.2941521036202402,-0.19481266053916668,3.4057966227390883,-0.06459081490611215,1.5116423986442926,-0.3483314654096495,0.14712414981425184,1.429226526216223,0.2931007590840241,-1.038927672662423,0.28137729841413245,-4.439213103307159,0.13116381095815866,-0.7804565572183386,0.9317877496962718,-0.7529221526277072,0.24825780390022692,0.11318709656219507,-0.03451403709282408,0.809917624576347,0.33638139444826687,0.39925932020754035,0.3635455831693064,0.20601164461089014,-0.8003745283635781,1.8884827875605397,1.246077993521891,0.5430720364770414,0.5703202491860008,-0.8040909786420367,-2.412505340755673,1.4114817987519734,-0.34616107770476895,2.097381955584059,0.4089715367163272,-0.04956904807971353,-1.6637197176608292,-0.10077933722315956,2.0542667000188266
2017-10-30,-0.31024678315014903,1.7360397862534738,-0.2945238486764967,0.025224892943467428,-0.08408798113274267,-0.4156533872402506,-0.7501272749906801,-1.913086134466299,-0.01590627526846696,1.0427473784222456,-0.9485153554803443,2.0082536533533166,-0.2127339356565442,-0.3242992227342938,-0.07508545839412956,-0.8662653143616891,-0.0981438619786377,0.279449577308661,0.1934749307478377,0.7760873795238301,-0.05233321696002118,-0.593130062243002,0.2649797758104705,-0.15039218299849225,0.10886398136912151,0.12644131331539174,-0.13713521765648076,-0.9139221273774917,0.36237724294620766,-0.4384271213699028,0.22901358813585795,0.23388042058274858,-0.02108428034779699,-0.49189422348608214,-0.36083327535886883,0.04733008573695529,0.2027185355603026,0.19701021926831772,-0.13804735621427322,-0.3640078781855226,-0.21369910883244458,-0.18551024730393584,0.07164741904449841,0.5610775929679215,0.03962702335809875,-2.0349567436038845,0.010305760079797485,-0.535263329767924,-2.0612862929020137,1.5284647439887948,0.6773761840725828,-0.07254025723711824,0.10620789549911194,-0.3824446531252344,-0.9193710239695977,0.4314259709826718,-0.20709461635083165,0.18070455682357137,0.2692015847714664,0.4469630009538242,0.05435145175855455,-0.9649509196811217,1.354064099212766
2017-10-31,-0.303106142511259,0.5691739071666478,-0.40649058605195526,0.32248208708440507,-0.12031818196352,-0.36808823757347997,-0.1303183314076881,0.07926182954677394,0.02546910420639628,-1.021549123313425,0.2460547717501517,0.15608577181374786,-0.0014582992503627882,-0.20801202942695665,0.6279363794532777,-0.15057509425669358,-0.25579159766399784,0.20119093680843864,0.4084741615717918,-0.6861455321976283,-0.03135650065874518,0.23603449683412206,0.07742384212403844,0.030648852196709292,-0.049718478069762304,-0.15287667669868532,0.628014345482388,-0.551648413506326,-0.9700824856385752,0.4357433282234766,0.1768769493231855,-0.0936109235446563,-0.07642529588985232,-0.07334136939573721,1.1322134125849759,1.0611438697522868,0.06485014023986667,0.955543790690198,0.10309339985278813,0.46271107065679423,-0.059222111059317656,0.03963089982737494,-1.9373137996244418,0.08390689070718588,-0.026028661002967742,-0.32583758883767217,-0.3804854446467003,0.03136226728691801,-0.06087459616847031,-0.023386272781069913,0.16137706802576324,-0.4435458115682161,0.12036541996274076,0.07773954350071025,-0.03641103883410151,-0.7200684609316741,-0.07387722060453811,0.0007015899331745875,-0.2356972342048336,0.08711381610554535,0.290833806280631,-0.04127660471426581,-1.223135049729365
2017-11-01,0.26639306033692967,-0.520285419932334,0.2559973319856458,0.0088821495796347,-0.06413005679401604,0.363812668387785,-0.3631380410216485,-0.12941397300448154,-0.11781990240869922,0.061777277189469466,-0.16809890978854047,-0.6083495537990191,-0.08827142556987415,0.63993992298775,-0.08440658770891495,1.1184073408618174,-1.55294999164372,0.10566568062801208,0.9908252766564645,0.2024406718958263,-0.0711304153352635,0.4216556833486409,-0.3734364245611503,-2.576773657043375,0.04731697338858279,-0.012716746185533546,1.2995568447529775,0.2575588022943802,2.179910304921227,0.2643041086941244,-0.24429303766148677,0.49119306329091256,0.08098001888244584,-0.878887133702635,1.018947005172771,-0.21496553548900224,-0.11176180866337763,0.07802224892104928,0.04507121924446211,0.20215398992557201,-0.19602208776097232,-0.1259980684265648,-2.8721160328395103,0.11023911060219502,0.006553745796002359,0.7336341621462968,0.5184991326460747,-0.0900906917672809,-0.18857609173383238,0.43717457031796714,-0.5599233079403215,-0.029623741946182985,-0.3456761020292792,0.15210487611842338,-1.9127480157167882,0.3981978978434898,-0.20469538484530764,-0.3203964338849559,0.10693025956216293,-0.26906572357012504,-0.7248388924303345,-0.14839284087877916,1.8893101019004979
2017-11-02,0.015556245273441757,0.5605591596042211,0.7613087216889779,0.0910402642443243,0.14274894878928213,-0.29894539431980915,0.32757017345079364,0.21277105524487003,-1.9942633719795244,-0.7422241891950887,-0.13080747705384974,0.09781301532370386,0.4716298351023074,0.022797946562988645,0.3173399242850037,-0.700019998354855,-1.1114754741136184,-0.11248383441988631,-0.41906186555887004,-0.23339136890744103,0.0033509990577674483,0.12276142315006582,0.06216340945047161,1.0870980393028042,0.04173133411850118,-0.1874527812418602,0.250624091557488,0.29440423205422966,-0.12476757364771535,-1.9214780348599676,0.4414868761485532,-0.2612720661905581,-0.043602157947003235,0.43213217800526926,-0.35627255397705926,-0.5798556850493778,0.18073559498804234,-0.1277403940399555,0.034183532644346294,-0.1842528666039381,0.18097673355763094,-0.3335292565231882,-0.9897357078242665,-0.33888541500252034,0.06990899743788898,-0.23466283040421376,-0.23014669571322413,0.8860819325108277,0.34594143963546065,0.41786515130315216,0.1164785224986159,0.08251776033935575,-0.46000906499730687,-1.3497606473572341,0.09704641835131436,0.00826535980102261,0.1894073062197281,2.280813322643968,-0.01106305515172958,-0.1715423673010308,-0.07084446251764376,0.0117461804757022,-1.3974123570205885
2017-11-03,0.013227979698347521,1.444884819430975,-0.057965633696393515,-0.07710793724221783,0.5075347782365855,0.2369007632060554,-0.35380972031577673,0.39106071388147134,0.09375491912000322,0.8349802953033119,2.1770782704345804,2.032811307178422,0.02103751940545831,0.04207640215053442,-0.3122527762728331,0.08509752804411602,0.690162295538302,-1.7722730714066655,-0.05736344226694709,0.8989904164317816,-0.0016074812257922207,-0.14758981677594815,0.051821613964200396,-0.6312111457101525,0.0754911249166756,-0.49815996833082055,-1.1468094330719227,0.2818228748593973,-1.3048190480956103,-0.8775712398918872,-0.07806792160069274,0.2685994126191475,0.2001371314900232,-0.20142729038783438,0.5111322740412275,0.5844926175489963,-1.8424219425555768,-0.6793219215838241,-0.38406837469691896,-0.1877648116166884,0.01968375438619579,-0.2821295901095564,2.136044959211045,0.2935652022900878,0.0694945988983778,-0.1166671920488775,-0.20237856824281983,0.24063504420845183,0.5022604586151344,-0.16605727504352366,0.3733059573253965,0.18949806038341205,-0.13423302152026975,-0.8335176048786392,0.33492094858938454,-0.09224758699309342,-0.23958784183352938,-1.5137131040392577,-0.08373676168405875,0.37253625785843913,-0.20232897392397603,-0.7211986700419781,0.44645876965313186
2017-11-06,-0.15254593011598028,0.24348683299900792,-0.513195678970209,0.139290495325838,0.9981615592875809,0.26035767357330636,-0.7390117607665599,1.5066884841484522,-0.13566338892679752,0.5603265248106027,-0.9858555092077641,0.21155332807008217,-0.018321197680547935,-0.0713443091597485,-0.5418570776326482,-0.402142359129174,-0.23651690668771996,1.0743013041129958,-0.3746935800501187,-0.12964018256224977,-0.03161586260488411,-0.03337903860597279,-0.046998626930814295,0.48500059466834405,0.12742591527299613,-0.2630596059558882,-0.041058283655921145,-0.6996806522477671,-0.6307673195418192,-0.12357803075023202,-0.12932984792824695,0.2601485291175358,0.14344289256567402,-0.37357386592619224,-0.8057545496241865,0.28700876628071015,1.643801151933532,-0.6761086423403818,0.3221521884494012,0.33081185237749994,-0.35133974492025544,0.040715440501147754,0.06599486846472415,0.08842794281076902,-0.25607542599888444,-0.8666904428167714,0.19139230490282055,0.9695424861320354,-0.2127560383597062,0.8837074634580332,-0.38063826162322134,-0.03598425035050879,0.7732514804192551,0.022341653243829383,0.36250215627257826,-0.35533787985606463,-1.2618816283341248,0.6310752620907073,0.4600699869479154,2.0245348774876804,0.5168930796658328,-0.19737433605342852,1.2102936884578794
2017-11-07,0.06803250583480062,0.5982418561408196,0.05553575704066121,0.03674200295983752,0.08828455653591308,0.03225971032609282,0.28176795765870577,0.4407966917840124,-0.10338845863888119,-0.23084885248043438,0.07234594487542093,-0.6755947936633354,-0.007294614754205807,-0.05039682491430102,0.19246557052795255,0.1253693958377823,-0.1348520740731063,-0.35498380429866655,0.00014643113111318168,-0.07755802936384047,0.017937723524003427,0.04280514875284131,-0.44166190407081696,0.26744361446516424,0.05050077983670574,0.12645564935828238,0.0747048960231989,0.02231316210562037,-0.36071865275461207,-0.34932600247299744,0.0813782053415803,-0.6570849190643416,-0.07822305436659553,0.23616479921479816,3.2846548782062874,-0.07118486913552657,0.021251845505646554,0.3598630807249027,0.018306540166018227,-0.12444821533370144,0.7326132157940355,0.18371325686741713,0.41370620363885985,0.11216475823168691,0.12025914191381987,2.1094145685206915,-0.24145486716917153,0.09461782320740274,-0.019368655099893436,0.5339239643485859,0.3094027036317885,0.29112281319592426,-0.24483285909808034,-0.7291952007001016,-0.9374548380707713,0.026163913092227365,0.025493922798132368,0.11510148437372798,-0.6463816058638715,-0.285061795686512,-0.6476810211938578,-0.004859678986278724,0.44567403173013437
2017-11-08,0.16206771906744166,-0.05610538063142016,0.22487818554289488,0.33309277469611015,0.26817564743374067,-0.17875745353259861,-0.32178414686056417,-0.8709214109731713,0.23377633360530756,0.08882375569505929,1.0409756608066107,-0.3111295881326141,0.2305572089839648,-0.12270457407301295,0.7839893360073039,-0.1907070907768104,0.9795444584469915,-0.6622840078273038,0.41356335345922246,-0.4280909528220715,-0.09026539979521546,-0.4179292560195448,0.2568475837230869,-0.33718522470072304,0.07116105796037707,-0.04936309010027838,-0.45043132566590255,-0.1901322703471103,0.39728919906299887,0.4559738153794003,-0.19565123268878526,0.5009230640180625,-0.26206092694926697,0.043120357909163104,-0.40015524793428614,0.4758541455622293,0.008074849365992199,-0.24562726679983268,0.0164893917439496,0.21995846609578873,-1.0761563803119074,-0.15101251375779776,0.2213571039216957,0.24457851944220832,-0.1400623391781825,-0.26294694088307724,0.16779307414426953,-2.207086661920623,-0.9415271391611318,0.33288956149680093,-0.12615048472676163,-0.11802166068534767,-0.5007026260469875,1.282177860124267,0.8011081443156037,-0.4991068374040938,0.8494437852795782,0.3527298731946955,0.449223270708189,0.09566606337849917,0.6588793186201172,-0.3254373401694486,-0.34276997345407734
2017-11-09,-0.20913666137412565,0.9515983905156732,-0.048846888255373755,0.3718508543520921,0.14100542049198797,0.14402354402937587,-0.31442771908757305,-0.6425723812723697,0.0009715151146714918,0.6147672430466185,-0.01746929898007247,-0.2712813637350256,-0.14898032925833216,0.3035206857557355,-0.1854306862485225,-0.2326044295951266,-0.3064707177284756,0.8653466443051623,-0.04956355808945405,-0.12973801908097726,-0.19432331109952078,0.03980874829377829,0.40159559031359615,0.08563889990493607,-0.00920815654153307,-0.20378869367739533,-0.05345678540739666,0.17166328327491492,0.1444926291471124,-0.4976488371525942,-0.9481054552141847,0.6185406238670079,-0.055789653611156356,0.02722850604299149,0.46417995650456073,-0.5002717135045716,0.10639017773573373,0.030639488680601693,-0.3743136214877719,1.2379063373895411,-0.04398952561453344,-0.8858301442166188,-0.09317002542187418,-0.17732366284537188,0.10214638404052397,-0.2266562729933441,0.05305029472207996,0.1520084979928473,-0.6214242940797178,0.49233990217512663,-0.041753939802726125,-0.24859919543566045,-1.3348081566299168,0.12490426751525907,0.0029512336320592514,0.33310085539354917,-0.27297084692934354,-0.467908901574001,-0.5363905387259387,-0.1347736502190069,-0.4870717889047035,-0.5058329257868035,0.10989901677296879
2017-11-10,0.3793282550782332,-0.6784083181625857,-0.12944454069945727,0.06975525823786403,-0.24760927066997557,0.09118836145207095,0.5241169746264249,0.35741972228913327,0.07861450057052614,-1.550165669027717,-0.07945004732807068,-0.13345798654968585,0.20745700093941483,0.07554899253052727,0.06041847968153322,-0.028033002709742544,-0.4153668991893789,-0.04451650200744108,0.16992522975848834,0.6594618356220561,0.07145507420054074,-0.2951422229920878,0.18480603643781346,-1.1426312669269483,0.22598650793058173,-0.30729848617474936,-0.73199057021848,0.21541202197971449,-0.6974142871221279,0.10184985843290445,0.3845254852073825,0.025833386039045652,-0.018890192851695718,-0.01117553890224056,-0.5769322330202067,0.37103613711134587,0.4223170160300543,0.4267079557538484,-0.2788539884317892,0.03507678713433396,1.7075504392086642,0.07443621371049647,-0.06392476122874527,0.0968225273772815,-0.17300571063540893,0.38951850808790506,-0.19847711946822078,-0.02281304491278837,-0.46731887298247615,-0.36606171603310966,-0.07008906899520262,-0.20919831782675963,0.396852508218527,-0.08772142061234035,0.9178680818465625,0.16980909003056144,0.1280594609206941,-0.15863888114094074,0.32599648882013554,0.1601442205403897,0.40164419017395386,0.30823479176394586,-0.1655227999598183
2017-11-13,-0.1220196069205623,-0.33616911453545356,-0.03985156303263689,-0.10377764618370815,-0.7403361314863749,-0.1527480308617707,0.5957933912130369,-0.26061587577514245,-0.033461472041700246,-0.18044303306931578,0.17148791133217317,0.0680146623709191,0.4950427329155889,-0.04776116494490105,0.12638690863464921,-0.09740330705228868,-0.46042111703061567,0.0018426713580171848,-0.043505155131627185,-0.6115983693814709,0.06900893427051635,-0.27448673390842565,0.17552198173075417,0.5445787797002571,0.1332195333922549,-0.2165723331142038,0.021006488743209966,0.5771018707368331,-0.0673571950821933,-0.5180622331757723,-0.5666064949936671,0.07890257723612551,0.060101428086854806,0.09733151381397058,0.47912001718431735,-0.011389195999218078,-0.2610164604529513,0.3482568241385089,-0.11368597955895876,0.2343413448489639,-0.34984001070090137,0.10969544697189144,0.42638458007813235,0.1345967928117619,0.18390934664656328,-0.031583103698933426,0.22137369794148512,-0.4746389293093141,-0.12110384848366551,-0.1644495357620015,-0.6243689696836058,0.09833626792514116,0.1673899295123786,-1.4111877375442416,-0.2085290138644092,-0.004779084731142106,0.06618786604200294,-1.1419995755038053,0.14376170828591162,-0.14506341791946634,0.2123563303525144,-0.2888217626312233,-0.12475183518592334
2017-11-14,0.5046953056355985,-1.0759067877340347,-0.09684651820689945,-0.11419497461675597,0.37880263207069076,0.0430337334826767,-0.5432267648679991,0.23432372152065845,0.21059999406581326,-0.493744565463854,0.1708774251164043,-0.09824798946693848,0.039322528221791726,0.16509614145330997,0.16690828959733994,0.09215382069328727,-0.6782397466554275,-0.9569859850398258,0.03576433892021366,-0.22874895442858206,-0.0671017560085729,0.2102412224659982,-0.019578666615855174,0.05306642201390712,-0.2555452493604011,0.10649778870579145,0.015532981827737378,0.08021166573593998,-0.20678931494819877,0.6686227646718311,-1.0159725210416988,-0.03870959369202597,0.02415294406619087,-0.032221038853100244,-0.18355374498136787,-0.20146519804056282,0.13177826065637438,0.04410971830706185,0.1253801960786142,0.284422192072429,0.11475477470560327,-0.10851077903915145,-0.13175992607512038,0.022795670221741757,0.1197473382895445,-0.6664721053792851,-0.19404542315539744,-0.12772829171048575,-0.175723900259042,-0.5661825896646329,0.016099667145748793,-0.7855427568171851,-0.12417087176156906,-0.02965073876416191,0.4173769680488645,-0.09283042245871993,0.07513648379059033,-0.0760986678318189,0.22828039246106321,-0.1235147393490063,0.2664740021751724,0.9890239922463304,-0.3045548637732269
2017-11-15,0.3257771629735135,-0.14417129279461938,0.020166663742497933,0.09348989163706536,-0.5413557312412106,0.13954072670339673,0.1830233225637534,0.44395741512415793,-0.05580771680476337,0.17391048541714357,-0.03908878531351097,0.9928360211032319,-0.2395621400752416,0.12437442999064915,-0.03609484849061843,0.21914530723491044,0.6653738368942208,0.32170357422964874,0.12298325740915797,0.4625018183342346,0.005600799764126388,-0.11844435178077255,0.4354025040555548,0.9315511051047034,-0.02473258273645753,-0.3615975670910985,-0.07398413649979857,-0.44328767463027435,-0.42490947416840474,0.055637944256327426,0.218206678126853,-0.1275625760900741,-0.16494311126282024,0.1617482925196085,0.1797634375593222,0.15804964136228725,-0.2137228180987208,0.0023022359028347194,0.00858657462058653,-0.14680563561798082,-0.07967203233634183,-0.03627748812422072,-0.0056447383405722395,0.018659228242213083,-0.01806296626408693,0.11229460053577278,0.371372171567748,-0.00677011448754045,0.4092112888125332,0.06794498975904936,0.1446165011657121,0.30088008361386503,-0.3881689682094866,0.27685861409333057,-0.10886777247363265,-0.0038877394825714943,0.035731591338738974,-0.5909749223242494,-0.1942645570634856,-0.09646510627352566,-0.22941593914788913,-0.14921198556426082,0.3135866822731779
